CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-90978-8,os_prevent_priv_functions,Configure the System to Block Non-Privileged Users from Executing Privileged Functions,"The information system _IS_ configured to block standard users from executing privileged functions. 

Privileged functions include disabling, circumventing, or altering implemented security safeguards and countermeasures. 

The inherent configuration of the macOS does not allow for non-privileged users to be able to execute functions requiring privilege. 

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Introduction/Introduction.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-6(10),3.1.7,,,CCI-002235
CCE-90979-6,os_prevent_unauthorized_disclosure,Configure the System to Prevent the Unauthorized Disclosure of Data via Shared Resources,"The information system _IS_ configured to ensure that the unauthorized disclosure of data does not occur when resources are shared. 

The inherent configuration of the macOS does not allow for resources to be shared between users without authorization. 

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SC-4,3.13.4,,,CCI-001090
CCE-90982-0,os_prohibit_remote_activation_collab_devices,Prohibit Remote Activation of Collaborative Computing Devices,"The inherent configuration of the macOS _IS_ in compliance.

Apple has implemented a green light physically next to your camera that will glow when the camera is activated. There is an orange dot indicator by the Control Center pull down menu item to indicate when the system's microphone is listening or activated.

The macOS has built into the system, the ability to grant or deny access to the camera and microphone which requires the application to have an entitlement to use the device.

link:https://support.apple.com/guide/mac-help/use-the-built-in-camera-mchlp2980/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-camera-mchlf6d108da/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-microphone-on-mac-mchla1b1e1fe/12.0/mac/12.0[]
",The control cannot be configured out of compliance.,"The technology partially supports this requirement and cannot be configured to be in full compliance.
",,"The technology partially meets this requirement. An appropriate mitigation for the system must be implemented for full compliance.
",SC-15,,,,
CCE-90985-3,os_provide_disconnect_remote_access,Provide Ability to Disconnect or Disable Remote Access,"Without the ability to immediately disconnect or disable remote access, an attack or other compromise taking place would not be immediately stopped.Operating system remote access functionality must have the capability to immediately disconnect current users remotely accessing the information system and/or disable further remote access. The speed of disconnect or disablement varies based on the criticality of missions functions and the need to eliminate immediate or future remote access to organizational information systems.The remote access functionality (e.g., SSH) may implement features such as automatic disconnect (or user-initiated disconnect) in case of adverse information based on an indicator of compromise or attack.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-17(9),,,,CCI-002322
CCE-90987-9,os_reauth_privilege,Require users to reauthenticate for privilege escalation,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to escalate a functional capability, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,,,,CCI-002038
CCE-90988-7,os_reauth_users_change_authenticators,Require users to reauthenticate when changing authenticators,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to change user authenticators, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,,,,CCI-002038
CCE-90990-3,os_remote_access_methods,Control remote access methods,"The information system monitors and controls remote access methods.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,,,CCI-002314
CCE-90992-9,os_remove_software_components_after_updates,Must remove all software components after updated versions installed,"Previous versions of software components that are not removed from the information system after updates have been installed may be exploited by adversaries. Some information technology products may remove older versions of software automatically from the information system.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-2(6),,,,CCI-002617
CCE-90993-7,os_required_crypto_module,"Ensure all Federal Laws, Executive Orders, Directives, Policies, Regulations, Standards, and Guidance for Authentication to a Cryptographic Module are Met","The inherent configuration of the macOS _IS_ in compliance by implementing mechanisms for authentication to a cryptographic module that meet the requirements of all applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication

macOS contains many open source projects that may use their own cryptographic libraries typically for the purposes of maintaining platform independence. These services are not covered by the Apple FIPS Validation of the CoreCrypto and CoreCrypto Kernel modules.

macOS Big Sur is in process of testing from an accredited laboratory to submit the National Institute of Standards and Technology (NIST) for FIPS validation.

link:https://csrc.nist.gov/Projects/cryptographic-module-validation-program/modules-in-process/IUT-List[]

link:https://support.apple.com/en-us/HT201159[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-7,,,,CCI-000803
CCE-90997-8,os_secure_enclave,Protected Storage for Cryptographic Keys,"A system _IS_ configured to provide protected storage for cryptographic keys either by hardware protected key store or an organizationally defined safeguard.

Macs with Apple Silicon or T2 processors provide protected storage for cryptographic keys via the secure enclave.

link:https://support.apple.com/guide/security/secure-enclave-sec59b0b31ff/1/web/1[]

NOTE: This will only return a proper result on a T2 or Apple Silicon Macs.
",The control cannot be configured out of compliance.,"/usr/sbin/ioreg -w 0 -c AppleSEPManager | /usr/bin/grep -q 'AppleSEPManager'; /bin/echo $?
",{'integer': 0},"The hardware does not support the requirement. 
",SC-28(3),,,,
CCE-90999-4,os_separate_functionality,Configure the System to Separate User and System Functionality,"The information system _IS_ configured to separate user and system functionality. 

Operating system management functionality includes functions necessary for administration and requires privileged user access. Allowing non-privileged users to access operating system management functionality capabilities increases the risk that non-privileged users may obtain elevated privileges. Operating system management functionality includes functions necessary to administer console, network components, workstations, or servers and typically requires privileged user access. 

The inherent configuration of the macOS allows only privileged users to access operating system management functionalities. 

link:https://developer.apple.com/library/archive/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/DesigningDaemons.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","SC-2
MA-4(1)",3.13.3,,,CCI-001082
CCE-91014-1,os_store_encrypted_passwords,Encrypt Stored Passwords,"The information system _IS_ configured to encrypt stored passwords.

Passwords need to be protected at all times, and encryption is the standard method for protecting passwords. If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised.

link:https://developer.apple.com/documentation/opendirectory/kodattributetypeauthenticationauthority[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","IA-5(1)
IA-5(1)(c)","3.5.7
3.5.8
3.5.9
3.5.10",,,CCI-000196
CCE-91017-4,os_terminate_session,Terminate all sessions and network connections when maintenance is completed,"Terminates session and network connections when nonlocal maintenance is completed.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,,,CCI-000879
CCE-91021-6,os_unique_identification,Uniquely Identify Users and Processes,"The macOS is a UNIX 03-compliant operating system. The system uniquely identifies and authenticates organizational users or processes.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-4,,,,CCI-000764
CCE-91025-7,os_verify_remote_disconnection,Verify remote disconnection of sessions,"The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",MA-4(7),,,,CCI-002891
CCE-91032-3,pwpolicy_emergency_accounts_disable,Automatically Remove or Disable Emergency Accounts within 72 Hours,"The macOS is able to be configured to automatically remove or disable emergency accounts within 72 hours or less. 

Emergency administrator accounts are privileged accounts established in response to crisis situations where the need for rapid account activation is required. Therefore, emergency account activation may bypass normal account authorization processes. If these accounts are disabled, system maintenance during emergencies may not be possible, thus adversely affecting system availability.

Although the ability to create and use emergency administrator accounts is necessary for performing system maintenance during emergencies, these accounts present vulnerabilities to the system if they are not disabled and removed when they are no longer needed. Configuring the macOS to automatically remove or disable emergency accounts within 72 hours of creation mitigates the risks posed if one were to be created and accidentally left active once the crisis is resolved. 

Emergency administrator accounts are different from infrequently used accounts (i.e., local logon accounts used by system administrators when network or normal logon is not available). Infrequently used accounts also remain available and are not subject to automatic termination dates. However, an emergency administrator account is normally a different account created for use by vendors or system maintainers.

To address access requirements, many operating systems can be integrated with enterprise-level authentication/access mechanisms that meet or exceed access control policy requirements.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,,,
CCE-91033-1,pwpolicy_force_password_change,Force Password Change at Next Logon,"The macOS is able to be configured to force users to change their password at next logon.

Temporary passwords are often used for new users when accounts are created. However, once logged in to the system, users must be immediately prompted to change to a permanent password of their creation.

For a user to change their password at next logon, run the following command:
[source,bash]
----
/usr/bin/pwpolicy -u [USER] -setpolicy ""newPasswordRequired=1""
----
NOTE: Replace [USER] with the username that must change the password at next logon
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",,,CCI-002041
CCE-91041-4,pwpolicy_temporary_accounts_disable,Automatically Remove or Disable Temporary User Accounts within 72 Hours,"The macOS is able to be configured to set an automated termination for 72 hours or less for all temporary accounts upon account creation. 

If temporary user accounts remain active when no longer needed or for an excessive period, these accounts may be targeted by attackers to gain unauthorized access. To mitigate this risk, automated termination of all temporary accounts _MUST_ be set to 72 hours (or less) when the temporary account is created.

If no policy is enforced by a directory service, a password policy can be set with the ""pwpolicy"" utility. The variable names may vary depending on how the policy was set.

If there are no temporary accounts defined on the system, this is Not Applicable.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,,,
CCE-90853-3,audit_alert_processing_fail,Alert Audit Processing Failure,"It is critical for the appropriate personnel to be aware if a system is at risk of failing to process audit logs as required. Without this notification, the security personnel may be unaware of an impending failure of the audit capability, and system operation may be adversely affected. Audit processing failures include software/hardware errors, failures in the audit capturing mechanisms, and audit storage capacity being reached or exceeded. This requirement applies to each audit data storage repository (i.e., distinct information system component where audit records are stored), the centralized audit storage capacity of organizations (i.e., all audit data storage repositories combined), or both.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-000139
CCE-90856-6,audit_enforce_dual_auth,Enforce Dual Authorization for Movement and Deletion of Audit Information,"All bulk manipulation of audit information should be authorized via automatic processes, and any manual manipulation of audit information should require dual authorization. In addition, dual authorization mechanisms should require the approval of two authorized individuals before being executed.

An authorized user may intentionally or accidentally move or delete audit records without those specific actions being authorized, which would result in the loss of information that could, in the future, be critical for forensic investigation.

To enforce dual authorization before audit information can be moved or deleted, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-9(5),,,,"CCI-000366
CCI-001896"
CCE-90872-3,audit_off_load_records,Off-Load Audit Records,"Audit records should be off-loaded onto a different system or media from the system being audited.

Information stored in only one location is vulnerable to accidental or incidental deletion or alteration. Off-loading is a common process in information systems with limited audit storage capacity. 

To secure audit records by off-loading, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-4(1),,,,CCI-001851
CCE-90874-9,audit_records_processing,Audit Record Reduction and Report Generation,"The macOS should be configured to provide and implement the capability to process, sort, and search audit records for events of interest based on organizationally defined fields.

Events of interest can be identified by the content of audit records, including system resources involved, information objects accessed, identities of individuals, event types, event locations, event dates and times, Internet Protocol addresses involved, or event success or failure. Organizations may define event criteria to any degree of granularity required, such as locations selectable by a general networking location or by specific system component.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-7(1),,,,
CCE-90906-9,os_auth_peripherals,Must authenticate peripherals before establishing a connection,"Organizational devices requiring unique device-to-device identification and authentication may be defined by type, by device, or by a combination of type/device. Information systems typically use either shared known information (e.g., Media Access Control [MAC] or Transmission Control Protocol/Internet Protocol [TCP/IP] addresses) for device identification or organizational authentication solutions (e.g., IEEE 802.1x and Extensible Authentication Protocol [EAP], Radius server with EAP-Transport Layer Security [TLS] authentication, Kerberos) to identify/authenticate devices on local and/or wide area networks. Organizations determine the required strength of authentication mechanisms by the security categories of information systems. Because of the challenges of applying this control on large scale, organizations are encouraged to only apply the control to those limited number (and type) of devices that truly need to support this capability.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does support this requirement, however, third party solutions are required to implement at an infrastructure level.
",,"This requirement is a permanent finding and can be fixed by implementing a third party solution. 
",IA-3,"3.5.1
3.5.2",,,CCI-001958
CCE-90914-3,os_continuous_monitoring,Configure Automated Flaw Remediation,"The macOS system _MUST_ be configured to determine the state of system components with regard to flaw remediation.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SI-2(2),,,,CCI-001233
CCE-90942-4,os_limit_dos_attacks,Limit Impact of Denial of Service Attacks,"The macOS should be configured to limit the impact of Denial of Service (DoS) attacks. 

DoS attacks leave authorized users unable to access information systems, devices, or other network resources due to the actions of a malicious cyber threat actor. When this occurs, the organization must operate at degraded capacity; often resulting in an inability to accomplish its mission. 

To limit the impact of DoS attacks, organizations may choose to employ increased capacity and service redundancy, which has the potential to reduce systems' susceptibility to some DoS attacks. Managing excess capacity may include, for example, establishing selected usage priorities, quotas, or partitioning. Many operating systems can be integrated with enterprise-level firewalls and networking equipment that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SC-5(2),,,,CCI-001095
CCE-90959-8,os_notify_account_created,Configure the System to Notify upon Account Created Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when new accounts are created.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by creating a new account. Configuring the information system to send a notification when new accounts are created is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are created, but also maintain an audit record of accounts made. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of accounts created, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-001683
CCE-90960-6,os_notify_account_disabled,Configure the System to Notify upon Account Disabled Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are disabled.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account disabling actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of disabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-001685
CCE-90961-4,os_notify_account_enable,Configure the System to Notify upon Account Enabled Actions ,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are enabled.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by enabling a new or previously disabled account.  Configuring the information system to send a notification when  a new or disabled account is enabled is one method for mitigating this risk. A comprehensive account management process should not only notify when accounts are enabled, but also maintain an audit record of these actions.  Such a process greatly reduces the risk that accounts will be surreptitiously enabled and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of enabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-002132
CCE-90962-2,os_notify_account_modified,Configure the System to Notify upon Account Modified Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are modified.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by modifying an existing account. Configuring the information system to send a notification when accounts are modified is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are modified, but also maintain an audit record of these actions. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of modified account, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-001684
CCE-90963-0,os_notify_account_removal,Configure the System to Notify upon Account Removed Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are removed.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account removal actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of removed accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-001686
CCE-90964-8,os_notify_unauthorized_baseline_change,Configure the System to Notify upon Baseline Configuration Changes,"The macOS should be configured to automatically notify system administrators, Information System Security Officers (ISSOs), and (IMOs) when baseline configurations are modified.

Unauthorized changes to the baseline configuration could make the system vulnerable to various attacks or allow unauthorized access to the operating system. Changes to operating system configurations can have unintended side effects, some of which may  present security threats. Detecting such changes and providing an automated response can help avoid unintended, negative consequences that could ultimately affect the state of the operating system. 

To enable notifications and audit logging of changes made to baseline configurations, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",CM-3(5),,,,CCI-001744
CCE-90983-8,os_protect_dos_attacks,Protect Against Denial of Service Attacks by Ensuring Rate-Limiting Measures on Network Interfaces,"The macOS should be configured to prevent Denial of Service (DoS) attacks by enforcing rate-limiting measures on network interfaces. 

DoS attacks leave authorized users unable to access information systems, devices, or other network resources due to the actions of a malicious cyber threat actor. When this occurs, the organization must operate at degraded capacity; often resulting in an inability to accomplish its mission. 

To prevent DoS attacks by ensuring rate-limiting measures on network interfaces, many operating systems can be integrated with enterprise-level firewalls and networking equipment that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SC-5,,,,CCI-002385
CCE-90984-6,os_provide_automated_account_management,Employ Automated Mechanisms for Account Management Functions,"The organization should employ automated mechanisms to support the management of information system accounts.

The use of automated mechanisms prevents against human error and provide a faster and more efficient means of relaying time-sensitive information and account management.

To employ automated mechanisms for account management functions, many operating systems can be integrated with an enterprise-level directory service that meets or exceeds this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AC-2(1),,,,CCI-000015
CCE-90986-1,os_reauth_devices_change_authenticators,Require Devices to Reauthenticate when Changing Authenticators,"The macOS should be configured to require users to reauthenticate when the device authenticator is changed. 

Without reauthentication, users may access resources or perform tasks for which they are not authorization. When operating systems provide the capability to change device authenticators, it is critical the device reauthenticate.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",IA-11,,,,CCI-002039
CCE-90998-6,os_secure_name_resolution,Secure Name Address Resolution Service,"The information system requests and performs data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.

NOTE: macOS supports encrypted DNS settings with the com.apple.dnsSettings.managed payload, however, the system must be integrated with a DNS server that supports encrypted DNS. link:https://developer.apple.com/documentation/devicemanagement/dnssettings[]
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SC-21,,,,"CCI-002465
CCI-002466
CCI-002467
CCI-002468"
CCE-91026-5,pwpolicy_50_percent,Require a Minimum of Fifty Percent Character Change in New Passwords,"The macOS should be configured to require users to change at least 50% of the characters when setting a new password. 

If the operating system allows users to consecutively reuse extensive portions of passwords, this increases the window of opportunity for a malicious user to guess the password. The number of changed characters refers to the number of changes required with respect to the total number of positions in the current password. In other words, characters may be the same within the two passwords; however, the positions of the like characters must be different.

To enforce a 50% character change when new passwords are created, many operating systems can be integrated with an enterprise-level directory service that meets or exceeds this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",,,CCI-000195
CCE-91038-0,pwpolicy_prevent_dictionary_words,Prevent the Use of Dictionary Words for Passwords,"The macOS should be configured to forbid users to use dictionary words for passwords. 

If the operating system allows users to select passwords based on dictionary words, this increases the window of opportunity for a malicious user to guess the password. 

To prevent users from using dictionary words for passwords, many operating systems can be integrated with an enterprise-level directory service that meets or exceeds this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"For systems not requiring mandatory smart card authentication or those that are not bound to a directory, the technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,CCI-000366
CCE-91085-1,sysprefs_wifi_disable_when_connected_to_ethernet,Disable Wi-Fi When Connected to Ethernet,"The macOS should be configured to automatically disable Wi-Fi when connected to ethernet. 

The use of Wi-Fi to connect to unauthorized networks may facilitate the exfiltration of mission data. Therefore, wireless networking capabilities internally embedded within information system components should be disabled when not intended to be used. 

NOTE: If the system requires Wi-Fi to connect to an authorized network, this is not applicable.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
","AC-4
AC-18(1)
AC-18(3)","3.1.3
3.1.17",,,
CCE-90897-0,os_access_control_mobile_devices,Access Control for Mobile Devices,"A mobile device is a computing device that has a small form factor such that it can easily be carried by a single individual; is designed to operate without a physical connection; possesses local, non-removable or removable data storage; and includes a self-contained power source. Mobile device functionality may also include voice communication capabilities, on-board sensors that allow the device to capture information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones and tablets. Mobile devices are typically associated with a single individual. The processing, storage, and transmission capability of the mobile device may be comparable to or merely a subset of notebook/desktop systems, depending on the nature and intended purpose of the device. Protection and control of mobile devices is behavior or policy-based and requires users to take physical action to protect and control such devices when outside of controlled areas. Controlled areas are spaces for which organizations provide physical or procedural controls to meet the requirements established for protecting information and systems.

Due to the large variety of mobile devices with different characteristics and capabilities, organizational restrictions may vary for the different classes or types of such devices. Usage restrictions and specific implementation guidance for mobile devices include configuration management, device identification and authentication, implementation of mandatory protective software, scanning devices for malicious code, updating virus protection software, scanning for critical software updates and patches, conducting primary operating system (and possibly other resident software) integrity checks, and disabling unnecessary hardware.

Usage restrictions and authorization to connect may vary among organizational systems. For example, the organization may authorize the connection of mobile devices to its network and impose a set of usage restrictions, while a system owner may withhold authorization for mobile device connection to specific applications or impose additional usage restrictions before allowing mobile device connections to a system.
",Manual,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AC-19,,,,
CCE-90934-1,os_identify_non-org_users,Configure the System to Uniquely Identify and Authenticate Non-Organizational Users,"The information system uniquely identifies and authenticates non-organizational users (or processes acting on behalf of non-organizational users).
",Manual,"This requirement is NA for this technology.
",,"The requirement is NA. No fix is required.
",IA-8,,,,CCI-000804
