CCE ID v5,CCE Title,USGCB Setting,Technical Mechanism,Configuration Details,Rationale,Impact,800-53 Mapping,National Information Assurance Partnership Operating System Protection Profile,Center for Internet Security,Defense Information Systems Agency Security Security Requirements Guide,Configuration Group
CCE-80262-9,Disable ntpdate Service (ntpdate),disable,via systemctl,"The ntpdate service sets the local hardware clock by polling NTP servers
when the system boots. It synchronizes to the NTP servers listed in
/etc/ntp/step-tickers or /etc/ntp.conf
and then sets the local hardware clock to the newly synchronized
system time.

The ntpdate service can be disabled with the following command:
$ sudo systemctl disable ntpdate.service
The ntpdate service can be masked with the following command:
$ sudo systemctl mask ntpdate.service","The ntpdate service may only be suitable for systems which
are rebooted frequently enough that clock drift does not cause problems between
reboots. In any event, the functionality of the ntpdate service is now
available in the ntpd program and should be considered deprecated.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80254-6,Disable Control Group Config (cgconfig),disable,via systemctl,"Control groups allow an administrator to allocate system resources (such as CPU,
memory, network bandwidth, etc) among a defined group (or groups) of processes executing on
a system. The cgconfig daemon starts at boot and establishes the predefined control groups.

The cgconfig service can be disabled with the following command:
$ sudo systemctl disable cgconfig.service
The cgconfig service can be masked with the following command:
$ sudo systemctl mask cgconfig.service","Unless control groups are used to manage system resources, running the cgconfig
service is not necessary.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80255-3,Disable Control Group Rules Engine (cgred),disable,via systemctl,"The cgred service moves tasks into control groups according to
parameters set in the /etc/cgrules.conf configuration file.

The cgred service can be disabled with the following command:
$ sudo systemctl disable cgred.service
The cgred service can be masked with the following command:
$ sudo systemctl mask cgred.service","Unless control groups are used to manage system resources, running the cgred service
service is not necessary.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80266-0,Disable Apache Qpid (qpidd),disable,via systemctl,"The qpidd service provides high speed, secure,
guaranteed delivery services.  It is an implementation of the Advanced Message
Queuing Protocol.  By default the qpidd service will bind to port 5672 and
listen for connection attempts.

The qpidd service can be disabled with the following command:
$ sudo systemctl disable qpidd.service
The qpidd service can be masked with the following command:
$ sudo systemctl mask qpidd.service","The qpidd service is automatically installed when the base package
selection is selected during installation. The qpidd service listens for
network connections, which increases the attack surface of the system. If
the system is not intended to receive AMQP traffic, then the qpidd
service is not needed and should be disabled or removed.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-82027-4,Disable Automatic Bug Reporting Tool (abrtd),disable,via systemctl,"The Automatic Bug Reporting Tool (abrtd) daemon collects
and reports crash data when an application crash is detected. Using a variety
of plugins, abrtd can email crash reports to system administrators, log crash
reports to files, or forward crash reports to a centralized issue tracking
system such as RHTSupport.

The abrtd service can be disabled with the following command:
$ sudo systemctl disable abrtd.service
The abrtd service can be masked with the following command:
$ sudo systemctl mask abrtd.service","Mishandling crash data could expose sensitive information about
vulnerabilities in software executing on the system, as well as sensitive
information from within a process&#39;s address space or registers.",medium,"CM-6(a),CM-7(a)",,,,Base Services
CCE-80261-1,Disable Network Console (netconsole),disable,via systemctl,"The netconsole service is responsible for loading the
netconsole kernel module, which logs kernel printk messages over UDP to a
syslog server. This allows debugging of problems where disk logging fails and
serial consoles are impractical.

The netconsole service can be disabled with the following command:
$ sudo systemctl disable netconsole.service
The netconsole service can be masked with the following command:
$ sudo systemctl mask netconsole.service","The netconsole service is not necessary unless there is a need to debug
kernel panics, which is not common.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80269-4,Disable Red Hat Network Service (rhnsd),disable,via systemctl,"The Red Hat Network service automatically queries Red Hat Network
servers to determine whether there are any actions that should be executed,
such as package updates. This only occurs if the system was registered to an
RHN server or satellite and managed as such.

The rhnsd service can be disabled with the following command:
$ sudo systemctl disable rhnsd.service
The rhnsd service can be masked with the following command:
$ sudo systemctl mask rhnsd.service","Although systems management and patching is extremely important to
system security, management by a system outside the enterprise enclave is not
desirable for some environments.  However, if the system is being managed by RHN or
 RHN Satellite Server the rhnsd daemon can remain on.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80267-8,Disable Quota Netlink (quota_nld),disable,via systemctl,"The quota_nld service provides notifications to
users of disk space quota violations. It listens to the kernel via a netlink
socket for disk quota violations and notifies the appropriate user of the
violation using D-Bus or by sending a message to the terminal that the user has
last accessed.

The quota_nld service can be disabled with the following command:
$ sudo systemctl disable quota_nld.service
The quota_nld service can be masked with the following command:
$ sudo systemctl mask quota_nld.service","If disk quotas are enforced on the local system, then the
quota_nld service likely provides useful functionality and should
remain enabled. However, if disk quotas are not used or user notification of
disk quota violation is not desired then there is no need to run this
service.",low,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-80252-0,Disable Advanced Configuration and Power Interface (acpid),disable,via systemctl,"The Advanced Configuration and Power Interface Daemon (acpid)
dispatches ACPI events (such as power/reset button depressed) to userspace
programs.

The acpid service can be disabled with the following command:
$ sudo systemctl disable acpid.service
The acpid service can be masked with the following command:
$ sudo systemctl mask acpid.service","ACPI support is highly desirable for systems in some network roles,
such as laptops or desktops. For other systems, such as servers, it may permit
accidental or trivially achievable denial of service situations and disabling
it is appropriate.",medium,"CM-6(a),CM-7(a),CM-7(b)",,,,Base Services
CCE-82751-9,Remove the FreeRadius Server Package,remove,via yum,"The freeradius package should be removed if not in use.
Is this system a RADIUS server? If not, remove the package.
The freeradius package can be removed with the following command:

$ sudo yum erase freeradius
The freeradius RPM is not installed by default on a Red Hat Enterprise Linux 7
system. It is needed only by the RADIUS servers, not by the
clients which use RADIUS for authentication. If the system is not
intended for use as a RADIUS Server it should be removed.","Unnecessary packages should not be installed to decrease the attack
surface of the system.  While this software is clearly essential on a
RADIUS server, it is not necessary on typical desktop or workstation systems.",low,,,,,Remote Authentication Dial-In User Service (RADIUS)
CCE-80215-7,Install the OpenSSH Server Package,install,via yum,"The openssh-server package should be installed.
The openssh-server package can be installed with the following command:

$ sudo yum install openssh-server","Without protection of the transmitted information, confidentiality, and
integrity may be compromised because unprotected communications can be
intercepted and either read or altered.",medium,CM-6(a),"FIA_UAU.5,FTP_ITC_EXT.1",,"SRG-OS-000423-GPOS-00187,SRG-OS-000424-GPOS-00188,SRG-OS-000425-GPOS-00189,SRG-OS-000426-GPOS-00190",SSH Server
CCE-80216-5,Enable the OpenSSH Service,enable,via systemctl,"The SSH server service, sshd, is commonly needed.

The sshd service can be enabled with the following command:
$ sudo systemctl enable sshd.service","Without protection of the transmitted information, confidentiality, and
integrity may be compromised because unprotected communications can be
intercepted and either read or altered.

This checklist item applies to both internal and external networks and all types
of information system components from which information can be transmitted (e.g., servers,
mobile devices, notebook computers, printers, copiers, scanners, etc). Communication paths
outside the physical protection of a controlled boundary are exposed to the possibility
of interception and modification.",medium,"CM-6(a),SC-8,SC-8(1),SC-8(2),SC-8(3),SC-8(4)",,,"SRG-OS-000423-GPOS-00187,SRG-OS-000423-GPOS-00188,SRG-OS-000423-GPOS-00189,SRG-OS-000423-GPOS-00190",SSH Server
CCE-80217-3,Disable SSH Server If Possible (Unusual),disable,via systemctl,"The SSH server service, sshd, is commonly needed.
However, if it can be disabled, do so.


The sshd service can be disabled with the following command:
$ sudo systemctl disable sshd.service
The sshd service can be masked with the following command:
$ sudo systemctl mask sshd.service

This is unusual, as SSH is a common method for encrypted and authenticated
remote access.",,unknown,,,,,SSH Server
CCE-82895-4,Verify Permissions on SSH Server config file,600,via chmod,"
To properly set the permissions of /etc/ssh/sshd_config, run the command:
$ sudo chmod 0600 /etc/ssh/sshd_config","Service configuration files enable or disable features of their respective
services that if configured incorrectly can lead to insecure and vulnerable
configurations. Therefore, service configuration files should be owned by the
correct group to prevent unauthorized changes.",medium,"AC-17(a),AC-6(1),CM-6(a)",,5.2.1,SRG-OS-000480-GPOS-00227,SSH Server
CCE-82899-6,Verify Owner on SSH Server config file,root,via chown,"
To properly set the owner of /etc/ssh/sshd_config, run the command:
$ sudo chown root /etc/ssh/sshd_config ","Service configuration files enable or disable features of their respective
services that if configured incorrectly can lead to insecure and vulnerable
configurations. Therefore, service configuration files should be owned by the
correct group to prevent unauthorized changes.",medium,"AC-17(a),AC-6(1),CM-6(a)",,5.2.1,SRG-OS-000480-GPOS-00227,SSH Server
CCE-82902-8,Verify Group Who Owns SSH Server config file,root,via chgrp,"
To properly set the group owner of /etc/ssh/sshd_config, run the command:
$ sudo chgrp root /etc/ssh/sshd_config","Service configuration files enable or disable features of their respective
services that if configured incorrectly can lead to insecure and vulnerable
configurations. Therefore, service configuration files should be owned by the
correct group to prevent unauthorized changes.",medium,"AC-17(a),AC-6(1),CM-6(a)",,5.2.1,SRG-OS-000480-GPOS-00227,SSH Server
CCE-80218-1,Remove SSH Server firewalld Firewall exception (Unusual),ssh,via firewall-cmd,"By default, inbound connections to SSH&#39;s port are allowed. If
the SSH server is not being used, this exception should be removed from the
firewall configuration.


To configure firewalld to prevent access, run the following command(s):


firewall-cmd --permanent --remove-service=ssh","If inbound SSH connections are not expected, disallowing access to the SSH port will
avoid possible exploitation of the port by an attacker.",unknown,,,,,SSH Server
CCE-27485-2,Verify Permissions on SSH Server Private *_key Key Files,640,via chmod,"

To properly set the permissions of /etc/ssh/*_key, run the command:
$ sudo chmod 0640 /etc/ssh/*_key","If an unauthorized user obtains the private SSH host key file, the host could be
impersonated.",medium,"AC-17(a),AC-6(1),CM-6(a)",,,SRG-OS-000480-GPOS-00227,SSH Server
CCE-27311-0,Verify Permissions on SSH Server Public *.pub Key Files,644,via chmod," To properly set the permissions of /etc/ssh/*.pub, run the command: $ sudo chmod 0644 /etc/ssh/*.pub","If a public host key file is modified by an unauthorized user, the SSH service
may be compromised.",medium,"AC-17(a),AC-6(1),CM-6(a)",,,SRG-OS-000480-GPOS-00227,SSH Server
CCE-80223-1,Enable Use of Privilege Separation,sandbox,/etc/ssh/sshd_config,"When enabled, SSH will create an unprivileged child process that
has the privilege of the authenticated user. To enable privilege separation in
SSH, add or correct the following line in the /etc/ssh/sshd_config file:
UsePrivilegeSeparation ","SSH daemon privilege separation causes the SSH process to drop root privileges
when not needed which would decrease the impact of software vulnerabilities in
the unprivileged section.",medium,"AC-17(a),AC-6,CM-6(a)",,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-80645-5,Set LogLevel to INFO,INFO,/etc/ssh/sshd_config,"The INFO parameter specifices that record login and logout activity will be logged.
To specify the log level in
SSH, add or correct the following line in the /etc/ssh/sshd_config file:
LogLevel INFO","SSH provides several logging levels with varying amounts of verbosity. DEBUG is specifically
not recommended other than strictly for debugging SSH communications since it provides
so much data that it is difficult to identify important security information. INFO level is the
basic level that only records login activity of SSH users. In many situations, such as Incident
Response, it is important to determine when a particular user was active on a system. The
logout record can eliminate those users who disconnected, which helps narrow the field.",low,"AC-17(a),CM-6(a)",,5.2.3,,Configure OpenSSH Server if Necessary
CCE-27363-1,Do Not Allow SSH Environment Options,no,/etc/ssh/sshd_config,"To ensure users are not able to override environment
variables of the SSH daemon, add or correct the following line
in /etc/ssh/sshd_config:
PermitUserEnvironment no","SSH environment options potentially allow users to bypass
access restriction in some configurations.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",,5.2.10,SRG-OS-000480-GPOS-00229,Configure OpenSSH Server if Necessary
CCE-80225-6,Enable SSH Print Last Log,yes,/etc/ssh/sshd_config,"When enabled, SSH will display the date and time of the last
successful account logon. To enable LastLog in
SSH, add or correct the following line in the /etc/ssh/sshd_config file:
PrintLastLog yes","Providing users feedback on when account accesses last occurred facilitates user
recognition and reporting of unauthorized account use.",medium,"AC-17(a),AC-9,CM-6(a)",,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-27455-5,Use Only FIPS 140-2 Validated MACs,configure,/etc/ssh/sshd_config,"Limit the MACs to those hash algorithms which are FIPS-approved.
The following line in /etc/ssh/sshd_config
demonstrates use of FIPS-approved MACs:

MACs hmac-sha2-512,hmac-sha2-256,hmac-sha1

The man page sshd_config(5) contains a list of supported MACs.


Only the following message authentication codes are FIPS 140-2 certified on Red Hat Enterprise Linux 7:
- hmac-sha1
- hmac-sha2-256
- hmac-sha2-512
- hmac-sha1-etm@openssh.com
- hmac-sha2-256-etm@openssh.com
- hmac-sha2-512-etm@openssh.com

Any combination of the above MACs will pass this check. Official FIPS 140-2 paperwork for
Red Hat Enterprise Linux 7 can be found at


    http://csrc.nist.gov/groups/STM/cmvp/documents/140-1/140sp/140sp2630.pdf


The rule is parametrized to use the following MACs: .","DoD Information Systems are required to use FIPS-approved cryptographic hash
functions. The only SSHv2 hash algorithms meeting this requirement is SHA2.",medium,"AC-17(2),AC-17(a),CM-6(a),MA-4(6),SC-12(2),SC-12(3),SC-13",,5.2.12,"SRG-OS-000125-GPOS-00065,SRG-OS-000250-GPOS-00093,SRG-OS-000394-GPOS-00174",Configure OpenSSH Server if Necessary
CCE-80221-5,Disable Kerberos Authentication,no,/etc/ssh/sshd_config,"Unless needed, SSH should not permit extraneous or unnecessary
authentication mechanisms like Kerberos. To disable Kerberos authentication, add
or correct the following line in the /etc/ssh/sshd_config file:
KerberosAuthentication no","Kerberos authentication for SSH is often implemented using GSSAPI. If Kerberos
is enabled through SSH, the SSH daemon provides a means of access to the
system&#39;s Kerberos implementation. Vulnerabilities in the system&#39;s Kerberos
implementations may be subject to exploitation.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FTP_ITC_EXT.1,,SRG-OS-000364-GPOS-00151,Configure OpenSSH Server if Necessary
CCE-80224-9,Disable Compression Or Set Compression to delayed,no,/etc/ssh/sshd_config,"Compression is useful for slow network connections over long
distances but can cause performance issues on local LANs. If use of compression
is required, it should be enabled only after a user has authenticated; otherwise,
it should be disabled. To disable compression or delay compression until after
a user has successfully authenticated, add or correct the following line in the
/etc/ssh/sshd_config file:
Compression ","If compression is allowed in an SSH connection prior to authentication,
vulnerabilities in the compression software could result in compromise of the
system from an unauthenticated connection, potentially with root privileges.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-80372-6,Disable SSH Support for User Known Hosts,yes,/etc/ssh/sshd_config,"SSH can allow system users to connect to systems if a cache of the remote
systems public keys is available.  This should be disabled.

To ensure this behavior is disabled, add or correct the
following line in /etc/ssh/sshd_config:
IgnoreUserKnownHosts yes","Configuring this setting for the SSH daemon provides additional
assurance that remote login via SSH will require a password, even
in the event of misconfiguration elsewhere.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FIA_UAU.1,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-27377-1,Disable SSH Support for .rhosts Files,yes,/etc/ssh/sshd_config,"SSH can emulate the behavior of the obsolete rsh
command in allowing users to enable insecure access to their
accounts via .rhosts files.

To ensure this behavior is disabled, add or correct the
following line in /etc/ssh/sshd_config:
IgnoreRhosts yes","SSH trust relationships mean a compromise on one host
can allow an attacker to move trivially to other hosts.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FIA_UAU.1,5.2.6,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-27433-2,Set SSH Idle Timeout Interval,600,/etc/ssh/sshd_config,"SSH allows administrators to set an idle timeout interval. After this interval
has passed, the idle user will be automatically logged out.

To set an idle timeout interval, edit the following line in /etc/ssh/sshd_config as
follows:
ClientAliveInterval 

The timeout interval is given in seconds. For example, have a timeout
of 10 minutes, set interval to 600.

If a shorter timeout has already been set for the login shell, that value will
preempt any SSH setting made in /etc/ssh/sshd_config. Keep in mind that
some processes may stop SSH  from correctly detecting that the user is idle.","Terminating an idle ssh session within a short time period reduces the window of
opportunity for unauthorized personnel to take control of a management session
enabled on the console or console port that has been let unattended.",medium,"AC-12,AC-17(a),AC-17(a),AC-2(5),CM-6(a),CM-6(a),SC-10",,5.2.12,"SRG-OS-000126-GPOS-00066,SRG-OS-000163-GPOS-00072,SRG-OS-000279-GPOS-00109,SRG-OS-000395-GPOS-00175",Configure OpenSSH Server if Necessary
CCE-27082-7,Set SSH Client Alive Max Count,0,/etc/ssh/sshd_config,"To ensure the SSH idle timeout occurs precisely when the ClientAliveInterval is set,
edit /etc/ssh/sshd_config as follows:
ClientAliveCountMax ","This ensures a user login will be terminated as soon as the ClientAliveInterval
is reached.",medium,"AC-12,AC-17(a),AC-2(5),CM-6(a),SC-10",,5.2.12,"SRG-OS-000163-GPOS-00072,SRG-OS-000279-GPOS-00109",Configure OpenSSH Server if Necessary
CCE-83359-0,Disable X11 Forwarding,no,/etc/ssh/sshd_config,"The X11Forwarding parameter provides the ability to tunnel X11 traffic
through the connection to enable remote graphic connections.
SSH has the capability to encrypt remote X11 connections when SSH&#39;s
X11Forwarding option is enabled.

To disable X11 Forwarding, add or correct the
following line in /etc/ssh/sshd_config:
X11Forwarding no","Disable X11 forwarding unless there is an operational requirement to use X11
applications directly. There is a small risk that the remote X11 servers of
users who are logged in via SSH with X11 forwarding could be compromised by
other users on the X11 server. Note that even if X11 forwarding is disabled,
users can always install their own forwarders.",low,,,5.2.4,,Configure OpenSSH Server if Necessary
CCE-27295-5,Use Only FIPS 140-2 Validated Ciphers,configure,/etc/ssh/sshd_config,"Limit the ciphers to those algorithms which are FIPS-approved.
Counter (CTR) mode is also preferred over cipher-block chaining (CBC) mode.
The following line in /etc/ssh/sshd_config
demonstrates use of FIPS-approved ciphers:
Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc
The man page sshd_config(5) contains a list of supported ciphers.


Only the following ciphers are FIPS 140-2 certified on Red Hat Enterprise Linux 7:
- aes128-ctr
- aes192-ctr
- aes256-ctr
- aes128-cbc
- aes192-cbc
- aes256-cbc
- 3des-cbc
- rijndael-cbc@lysator.liu.se

Any combination of the above ciphers will pass this check.
Official FIPS 140-2 paperwork for Red Hat Enterprise Linux 7 can be found at


    http://csrc.nist.gov/groups/STM/cmvp/documents/140-1/140sp/140sp2630.pdf


The rule is parametrized to use the following ciphers: .","Unapproved mechanisms that are used for authentication to the cryptographic module are not verified and therefore
cannot be relied upon to provide confidentiality or integrity, and system data may be compromised.

Operating systems utilizing encryption are required to use FIPS-compliant mechanisms for authenticating to
cryptographic modules.

FIPS 140-2 is the current standard for validating that mechanisms used to access cryptographic modules
utilize authentication that meets industry and government requirements. For government systems, this allows
Security Levels 1, 2, 3, or 4 for use on Red Hat Enterprise Linux 7.",medium,"AC-17(2),AC-17(a),CM-6(a),IA-5(1)(c),MA-4(6),SC-12(2),SC-12(3),SC-13",,5.2.10,"SRG-OS-000033-GPOS-00014,SRG-OS-000120-GPOS-00061,SRG-OS-000125-GPOS-00065,SRG-OS-000250-GPOS-00093,SRG-OS-000393-GPOS-00173,SRG-OS-000394-GPOS-00174",Configure OpenSSH Server if Necessary
CCE-80226-4,Enable Encrypted X11 Forwarding,yes,/etc/ssh/sshd_config,"By default, remote X11 connections are not encrypted when initiated
by users. SSH has the capability to encrypt remote X11 connections when SSH&#39;s
X11Forwarding option is enabled.

To enable X11 Forwarding, add or correct the
following line in /etc/ssh/sshd_config:
X11Forwarding yes","Non-encrypted X displays allow an attacker to capture keystrokes and to execute commands
remotely.",high,"AC-17(2),AC-17(a),CM-6(a)",,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-82363-3,Use Only Strong Ciphers,configure,/etc/ssh/sshd_config,"Limit the ciphers to strong algorithms.
Counter (CTR) mode is also preferred over cipher-block chaining (CBC) mode.
The following line in /etc/ssh/sshd_config
demonstrates use of those ciphers:
Ciphers chacha20-poly1305@openssh.com,aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr
The man page sshd_config(5) contains a list of supported ciphers.","Based on research conducted at various institutions, it was determined that the symmetric
portion of the SSH Transport Protocol (as described in RFC 4253) has security weaknesses
that allowed recovery of up to 32 bits of plaintext from a block of ciphertext that was
encrypted with the Cipher Block Chaining (CBD) method. From that research, new Counter
mode algorithms (as described in RFC4344) were designed that are not vulnerable to these
types of attacks and these algorithms are now recommended for standard use.",medium,,,,,Configure OpenSSH Server if Necessary
CCE-27314-4,Enable SSH Warning Banner,/etc/issue,/etc/ssh/sshd_config,"To enable the warning banner and ensure it is consistent
across the system, add or correct the following line in /etc/ssh/sshd_config:
Banner /etc/issue
Another section contains information on how to create an
appropriate system-wide warning banner.","The warning message reinforces policy awareness during the logon process and
facilitates possible legal action against attackers. Alternatively, systems
whose ownership should not be obvious should ensure usage of a banner that does
not provide easy attribution.",medium,"AC-17(a),AC-8(a),AC-8(c),CM-6(a)",FTA_TAB.1,5.2.15,"SRG-OS-000023-GPOS-00006,SRG-OS-000024-GPOS-00007,SRG-OS-000228-GPOS-00088",Configure OpenSSH Server if Necessary
CCE-80361-9,Enable SSH Server firewalld Firewall Exception,ssh,via firewall-cmd,"By default, inbound connections to SSH&#39;s port are allowed. If
the SSH server is being used but denied by the firewall, this exception should
be added to the firewall configuration.


To configure firewalld to allow access, run the following command(s):


firewall-cmd --permanent --add-service=ssh","If inbound SSH connections are expected, adding a firewall rule exception
will allow remote access through the SSH port.",medium,"AC-17(a),CM-6(b),CM-7(a),CM-7(b)",,,,Configure OpenSSH Server if Necessary
CCE-82354-2,Set SSH authentication attempt limit,3,/etc/ssh/sshd_config,"The MaxAuthTries parameter specifies the maximum number of authentication attempts
permitted per connection. Once the number of failures reaches half this value, additional failures are logged.
to set MaxAUthTries edit /etc/ssh/sshd_config as follows:
MaxAuthTries ","Setting the MaxAuthTries parameter to a low number will minimize the risk of successful
brute force attacks to the SSH server.",medium,,,5.2.5,,Configure OpenSSH Server if Necessary
CCE-80373-4,Disable SSH Support for Rhosts RSA Authentication,no,/etc/ssh/sshd_config,"SSH can allow authentication through the obsolete rsh
command through the use of the authenticating user&#39;s SSH keys. This should be disabled.

To ensure this behavior is disabled, add or correct the
following line in /etc/ssh/sshd_config:
RhostsRSAAuthentication no","Configuring this setting for the SSH daemon provides additional
assurance that remote login via SSH will require a password, even
in the event of misconfiguration elsewhere.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FIA_UAU.1,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-80220-7,Disable GSSAPI Authentication,no,/etc/ssh/sshd_config,"Unless needed, SSH should not permit extraneous or unnecessary
authentication mechanisms like GSSAPI. To disable GSSAPI authentication, add or
correct the following line in the /etc/ssh/sshd_config file:
GSSAPIAuthentication no","GSSAPI authentication is used to provide additional authentication mechanisms to
applications. Allowing GSSAPI authentication through SSH exposes the system&#39;s
GSSAPI to remote hosts, increasing the attack surface of the system.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FTP_ITC_EXT.1,,SRG-OS-000364-GPOS-00151,Configure OpenSSH Server if Necessary
CCE-27445-6,Disable SSH Root Login,no,/etc/ssh/sshd_config,"The root user should never be allowed to login to a
system directly over a network.
To disable root login via SSH, add or correct the following line
in /etc/ssh/sshd_config:
PermitRootLogin no","Even though the communications channel may be encrypted, an additional layer of
security is gained by extending the policy of not logging directly on as root.
In addition, logging in with a user-specific account provides individual
accountability of actions performed on the system and also helps to minimize
direct attack attempts on root&#39;s password.",medium,"AC-17(a),AC-6(2),CM-6(a),CM-7(a),CM-7(b),IA-2,IA-2(5)",FIA_UAU.1,5.2.8,"SRG-OS-000109-GPOS-00056,SRG-OS-000480-GPOS-00227",Configure OpenSSH Server if Necessary
CCE-27471-2,Disable SSH Access via Empty Passwords,no,/etc/ssh/sshd_config,"To explicitly disallow SSH login from accounts with
empty passwords, add or correct the following line in /etc/ssh/sshd_config:

PermitEmptyPasswords no

Any accounts with empty passwords should be disabled immediately, and PAM configuration
should prevent users from being able to assign themselves empty passwords.","Configuring this setting for the SSH daemon provides additional assurance
that remote login via SSH will require a password, even in the event of
misconfiguration elsewhere.",high,"AC-17(a),CM-6(a),CM-7(a),CM-7(b)",FIA_UAU.1,5.2.9,"SRG-OS-000106-GPOS-00053,SRG-OS-000480-GPOS-00229",Configure OpenSSH Server if Necessary
CCE-80222-3,Enable Use of Strict Mode Checking,yes,/etc/ssh/sshd_config,"SSHs StrictModes option checks file and ownership permissions in
the user&#39;s home directory .ssh folder before accepting login. If world-
writable permissions are found, logon is rejected. To enable StrictModes in SSH,
add or correct the following line in the /etc/ssh/sshd_config file:
StrictModes yes","If other users have access to modify user-specific SSH configuration files, they
may be able to log into the system as another user.",medium,"AC-17(a),AC-6,CM-6(a)",,,SRG-OS-000480-GPOS-00227,Configure OpenSSH Server if Necessary
CCE-27413-4,Disable Host-Based Authentication,no,/etc/ssh/sshd_config,"SSH&#39;s cryptographic host-based authentication is
more secure than .rhosts authentication. However, it is
not recommended that hosts unilaterally trust one another, even
within an organization.

To disable host-based authentication, add or correct the
following line in /etc/ssh/sshd_config:
HostbasedAuthentication no","SSH trust relationships mean a compromise on one host
can allow an attacker to move trivially to other hosts.",medium,"AC-17(a),AC-3,CM-6(a),CM-7(a),CM-7(b)",FIA_UAU.1,5.2.7,SRG-OS-000480-GPOS-00229,Configure OpenSSH Server if Necessary
CCE-80219-9,Limit Users' SSH Access,configure,/etc/ssh/sshd_config,"By default, the SSH configuration allows any user with an account
to access the system. In order to specify the users that are allowed to login
via SSH and deny all other users, add or correct the following line in the
/etc/ssh/sshd_config file:
DenyUsers USER1 USER2
Where USER1 and USER2 are valid user names.","Specifying which accounts are allowed SSH access into the system reduces the
possibility of unauthorized access to the system.",unknown,"AC-3,CM-6(a)",,,,Configure OpenSSH Server if Necessary
CCE-82364-1,Use Only Strong MACs,configure,/etc/ssh/sshd_config,"Limit the MACs to strong hash algorithms.
The following line in /etc/ssh/sshd_config demonstrates use
of those MACs:
MACs hmac-sha2-512-etm@openssh.com,hmac-sha2-256-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-512,hmac-sha2-256,hmac-ripemd160","MD5 and 96-bit MAC algorithms are considered weak and have been shown to increase
exploitability in SSH downgrade attacks. Weak algorithms continue to have a great deal of
attention as a weak spot that can be exploited with expanded computing power. An
attacker that breaks the algorithm could take advantage of a MiTM position to decrypt the
SSH tunnel and capture credentials and information",medium,,,,,Configure OpenSSH Server if Necessary
CCE-82344-3,Disable PubkeyAuthentication Authentication,no,/etc/ssh/sshd_config,"Unless needed, SSH should not permit extraneous or unnecessary
authentication mechanisms. To disable PubkeyAuthentication authentication, add or
correct the following line in the /etc/ssh/sshd_config file:
PubkeyAuthentication no","PubkeyAuthentication authentication is used to provide additional authentication mechanisms to
applications. Allowing PubkeyAuthentication authentication through SSH allows users to
generate their own authentication tokens, increasing the attack surface of the system.",medium,,,,,Configure OpenSSH Server if Necessary
CCE-27320-1,Allow Only SSH Protocol 2,2,/etc/ssh/sshd_config,"Only SSH protocol version 2 connections should be
permitted. The default setting in
/etc/ssh/sshd_config is correct, and can be
verified by ensuring that the following
line appears:
Protocol 2","SSH protocol version 1 is an insecure implementation of the SSH protocol and
has many well-known vulnerability exploits. Exploits of the SSH daemon could provide
immediate root access to the system.",high,"AC-17(2),AC-17(a),CM-6(a),IA-5(1)(c),MA-4(6),SC-13",,5.2.2,"SRG-OS-000074-GPOS-00042,SRG-OS-000480-GPOS-00227",Configure OpenSSH Server if Necessary
