Unnamed: 0,Last modified: 2010-09-25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CCE-16785-8,"The ""Turn on Internet Explorer Standards Mode for Local Intranet"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Turn on Internet Explorer Standards Mode for Local Intranet
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\BrowserEmulation",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16666-0,"The ""Turn off Compatibility View"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Turn off Compatibility View
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\BrowserEmulation",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16652-0,"The ""Use Policy List of Internet Explorer 7 sites"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Use Policy List of Internet Explorer 7 sites
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\BrowserEmulation\PolicyList",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16679-3,"The ""Turn off Compatibility View button"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Turn off Compatibility View button
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\CommandBar",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16674-4,"The ""Turn on Internet Explorer 7 Standards Mode"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Turn on Internet Explorer 7 Standards Mode
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\BrowserEmulation",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16022-6,"The ""Include updated Web site lists from Microsoft"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Compatibility View\Include updated Web site lists from Microsoft
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\BrowserEmulation",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15946-7,"The ""Use UTF-8 for mailto links"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Use UTF-8 for mailto links
HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Protocols\Mailto",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16690-0,"The ""Disable the Advanced page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Advanced page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15805-5,"The ""Send internationalized domain names"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Send internationalized domain names
HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15803-0,"The ""Prevent ignoring certificate errors"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Prevent ignoring certificate errors
HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16703-1,"The ""Disable the Content page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Content page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16604-1,"The ""Disable the General page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the General page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16554-8,"The ""Disable the Privacy page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Privacy page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16694-2,"The ""Disable the Connections page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Connections page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16599-3,"The ""Disable the Programs page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Programs page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16461-6,"The ""Disable the Security page"" current user setting should be configured correctly.",enabled/disabled,"User Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Security page
HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16034-1,"The ""Only allow approved domains to use ActiveX controls without prompt"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Only allow approved domains to use ActiveX controls without prompt
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16147-1,"The ""Allow drag and drop or copy and paste files"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow drag and drop or copy and paste files
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15857-6,"The ""Script ActiveX controls marked safe for scripting"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Script ActiveX controls marked safe for scripting
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15733-9,"The ""Disable .NET Framework Setup"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Disable .NET Framework Setup
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15729-7,"The ""Allow video and animation on a Web page that uses a legacy media player"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow video and animation on a Web page that uses a legacy media player
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16597-7,"The ""XPS documents"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\XPS documents
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16681-9,"The ""Allow script-initiated windows without size or position constraints"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow script-initiated windows without size or position constraints
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16016-8,"The ""XAML browser applications"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\XAML browser applications
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16629-8,"The ""Allow websites to prompt for information using scripted windows"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow websites to prompt for information using scripted windows
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16707-2,"The ""Initialize and script ActiveX controls not marked as safe"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Initialize and script ActiveX controls not marked as safe
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16702-3,"The ""Download signed ActiveX controls"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Download signed ActiveX controls
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16508-4,"The ""Allow installation of desktop items"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow installation of desktop items
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16583-7,"The ""Software channel permissions"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Software channel permissions
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16423-6,"The ""Allow META REFRESH"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow META REFRESH
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15893-1,"The ""Allow status bar updates via script"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow status bar updates via script
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16559-7,"The ""Download unsigned ActiveX controls"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Download unsigned ActiveX controls
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16658-7,"The ""Launching applications and files in an IFRAME"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Launching applications and files in an IFRAME
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15770-1,"The ""Userdata persistence"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Userdata persistence
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15709-9,"The ""Allow file downloads"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow file downloads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15699-2,"The ""Do not prompt for client certificate selection when no certificates or only one certificate exists."" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Do not prompt for client certificate selection when no certificates or only one certificate exists.
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15713-1,"The ""Loose XAML files"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Loose XAML files
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16319-6,"The ""Turn on Protected Mode"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Turn on Protected Mode
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15953-3,"The ""Turn Off First-Run Opt-In"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Turn Off First-Run Opt-In
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15706-5,"The ""Submit non-encrypted form data"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Submit non-encrypted form data
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16544-9,"The ""Allow binary and script behaviors"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow binary and script behaviors
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16165-3,"The ""Allow font downloads"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow font downloads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15967-3,"The ""Allow active content over restricted protocols to access my computer"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow active content over restricted protocols to access my computer
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16640-5,"The ""Automatic prompting for file downloads"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Automatic prompting for file downloads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15708-1,"The ""Allow websites to open windows without address or status bars"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow websites to open windows without address or status bars
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15716-4,"The ""Use Pop-up Blocker"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Use Pop-up Blocker
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16633-0,"The ""Display mixed content"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Display mixed content
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15721-4,"The ""Allow Scriptlets"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow Scriptlets
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16628-0,"The ""Web sites in less privileged Web content zones can navigate into this zone"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Web sites in less privileged Web content zones can navigate into this zone
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16262-8,"The ""Run .NET Framework-reliant components signed with Authenticode"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Run .NET Framework-reliant components signed with Authenticode
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16012-7,"The ""Allow active scripting"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Allow active scripting
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16451-7,"The ""Automatic prompting for ActiveX controls"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Automatic prompting for ActiveX controls
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16257-8,"The ""Scripting of Java applets"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Scripting of Java applets
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16579-5,"The ""Include local directory path when uploading files to a server"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Include local directory path when uploading files to a server
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16163-8,"The ""Turn on Cross-Site Scripting (XSS) Filter"" machine setting should be configured correctly for the Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone\Turn on Cross-Site Scripting (XSS) Filter
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
