CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84859-8,os_logoff_capability_and_message,Display logoff capability and message to prevent exploitation,"Provides a logout capability for user-initiated communications sessions whenever authentication is used to gain access to the system.

Displays an explicit logout message to users indicating the reliable termination of authenticated communications sessions.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","AC-12(1)
AC-12(2)",,"SRG-OS-000280-GPOS-00110
SRG-OS-000281-GPOS-00111",,"CCI-002363
CCI-002364"
CCE-84933-1,os_malicious_code_prevention,Ensure the System Implements Malicious Code Protection Mechanisms,"The inherent configuration of the macOS _IS_ in compliance as Apple has designed the system with three layers of protection against malware. Each layer of protection is comprised of one or more malicious code protection mechanisms, which are automatically implemented and which, collectively, meet the requirements of all applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for malicious code prevention.

1. This  first layer of defense targets the distribution of malware; the aim is to prevent malware from ever launching. 
The following mechanisms are inherent to the macOS design and constitute the first layer of protection against malicious code: 
*	The Apple App Store: the safest way to add new applications to a Mac is by downloading them from the App Store; all apps available for download from the App Store have been reviewed for signs of tampering and signed by Apple to indicate that the app meets security requirements and does not contain malware. 
*	XProtect: a built-in, signature-based, anti-virus, anti-malware technology inherent to all Macs. XProtect automatically detects and blocks the execution of known malware. 
  *	In macOS 10.15 and all subsequent releases, XProtect checks for known malicious content when:
    *	an app is first launched,
    *	an app has been changed (in the file system), and
    *	XProtect signatures are updated.
*	YARA: another built-in tool (inherent to all Macs), which conducts signature-based detection of malware. Apple updates YARA rules regularly.
*	Gatekeeper: a security feature inherent to all Macs; Gatekeeper scans apps to detect malware and/or revocations of a developer's signing certificate and prevents unsafe apps from running.
*	Notarization: Apple performs regular, automated scans to detect signs of malicious content and to verify developer ID-signed software; when no issues are found, Apple notarizes the software and delivers the results of scans to the system owner. 

2. The second layer of defense targets malware that manages to appear on a Mac before it runs; the aim is to quickly identify and block any malware present on a Mac in order to prevent the malware from running and further spreading. 
The following mechanisms are inherent to the macOS design and constitute the second layer of protection against malicious code: 
*	XProtect (defined above).
*	Gatekeeper (defined above).
*	Notarization (defined above).

3.  The third layer of defense targets infected Mac system(s); the aim is to remediate Macs on which malware has managed to successfully execute. 
The following mechanism is inherent to the macOS design and constitutes the third layer of protection against malicious code: 
*	Apple's Malware Removal Tool (MRT): a technology included on all macOS systems. MRT is an agent that remediates based on automatic updates delivered from Apple. MRT will remove the malware upon receiving updated information and check for malware on restart and login.

link:https://support.apple.com/guide/security/protecting-against-malware-sec469d47bd8/1/web/1[]

link:https://support.apple.com/guide/security/app-security-overview-sec35dd877d0/web[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-3,,,,
CCE-84873-9,os_map_pki_identity,Map identity for PKI based authentication,"Without mapping the certificate used to authenticate to the user account, the ability to determine the identity of the individual user or group will not be available for forensic analysis.
",The control cannot be configured out of compliance.,"For directory bound systems, the technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000068-GPOS-00036,,CCI-000187
CCE-84883-8,os_mfa_network_access,Enforce multifactor authentication for network access to privileged accounts,"The information system implements multifactor authentication for network access to privileged accounts.
",The control cannot be configured out of compliance.,"For directory bound systems:
The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000105-GPOS-00052,,CCI-000765
CCE-84864-8,os_mfa_network_non-priv,Enforce multifactor authentication for network access to non-privileged accounts,"The information system implements multifactor authentication for network access to non-privileged accounts.
",The control cannot be configured out of compliance.,"For directory bound systems:
The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000106-GPOS-00053,,CCI-000766
CCE-84869-7,os_obscure_password,Obscure Passwords,"The information system _IS_ configured to obscure feedback of authentication information during the authentication process to protect the information from possible exploitation by unauthorized individuals.

The inherent configuration of a macOS uses NSSecureTextField for any text field that receives a password, which automatically obscures text which is entered.

link:https://developer.apple.com/documentation/appkit/nssecuretextfield[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","IA-6
IA-5","3.5.1
3.5.2
3.5.11",SRG-OS-000079-GPOS-00047,,CCI-000206
CCE-84885-3,os_peripherals_identify,The macOS system must uniquely identify peripherals before establishing a connection.,"Without identifying devices, unidentified or unknown devices may be introduced, thereby facilitating malicious activity.

Peripherals include, but are not limited to, such devices as flash drives, external storage, and printers.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000114-GPOS-00059,,CCI-000778
CCE-84871-3,os_predictable_behavior,Must behave in predictable and documented manner,"The information system behaves in a predictable and documented manner that reflects organizational and system objectives when invalid inputs are received.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-10(3),,SRG-OS-000432-GPOS-00191,,CCI-002754
CCE-84862-2,os_prevent_priv_execution,Prevent Software From Executing at Higher Privilege Levels than Users Executing The Software,"In certain situations, software applications/programs need to execute with elevated privileges to perform required functions. However, if the privileges required for execution are at a higher level than the privileges assigned to organizational users invoking such applications/programs, those users are indirectly provided with greater privileges than assigned by the organizations.Some programs and processes are required to operate at a higher privilege level and therefore should be excluded from the organization-defined software list after review.

The inherent configuration of the macOS does not allow for non-privileged users to be able to execute functions requiring privilege. 

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-6(8),3.1.7,SRG-OS-000326-GPOS-00126,,CCI-002233
CCE-84856-4,os_prevent_priv_functions,Configure the System to Block Non-Privileged Users from Executing Privileged Functions,"The information system _IS_ configured to block standard users from executing privileged functions. 

Privileged functions include disabling, circumventing, or altering implemented security safeguards and countermeasures. 

The inherent configuration of the macOS does not allow for non-privileged users to be able to execute functions requiring privilege. 

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Introduction/Introduction.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-6(10),3.1.7,SRG-OS-000324-GPOS-00125,,CCI-002235
CCE-84880-4,os_prevent_unauthorized_disclosure,Configure the System to Prevent the Unauthorized Disclosure of Data via Shared Resources,"The information system _IS_ configured to ensure that the unauthorized disclosure of data does not occur when resources are shared. 

The inherent configuration of the macOS does not allow for resources to be shared between users without authorization. 

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SC-4,3.13.4,SRG-OS-000138-GPOS-00069,,CCI-001090
CCE-84950-5,os_prohibit_remote_activation_collab_devices,Prohibit Remote Activation of Collaborative Computing Devices,"The inherent configuration of the macOS _IS_ in partial compliance as Apple has implemented a green light physically next to your camera that will glow when the camera is activated.

There are no indicators when the system's microphone is listening or activated. This requires additional software to be installed. 

The macOS has built into the system, the ability to grant or deny access to the camera and microphone which requires the application to have an entitlement to use the device.

link:https://support.apple.com/guide/mac-help/use-the-built-in-camera-mchlp2980/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-camera-mchlf6d108da/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-microphone-on-mac-mchla1b1e1fe/11.0/mac/11.0[]
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology partially supports this requirement and cannot be configured to be in full compliance.
",,"The technology partially meets this requirement. An appropriate mitigation for the system must be implemented for full compliance.
",SC-15,,,,
CCE-84875-4,os_provide_disconnect_remote_access,Provide Ability to Disconnect or Disable Remote Access,"Without the ability to immediately disconnect or disable remote access, an attack or other compromise taking place would not be immediately stopped.Operating system remote access functionality must have the capability to immediately disconnect current users remotely accessing the information system and/or disable further remote access. The speed of disconnect or disablement varies based on the criticality of missions functions and the need to eliminate immediate or future remote access to organizational information systems.The remote access functionality (e.g., SSH) may implement features such as automatic disconnect (or user-initiated disconnect) in case of adverse information based on an indicator of compromise or attack.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-17(9),,SRG-OS-000298-GPOS-00116,,CCI-002322
CCE-84890-3,os_reauth_privilege,Require users to reauthenticate for privilege escalation,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to escalate a functional capability, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,,"SRG-OS-000373-GPOS-00156
SRG-OS-000373-GPOS-00157",,CCI-002038
CCE-84872-1,os_reauth_users_change_authenticators,Require users to reauthenticate when changing authenticators,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to change user authenticators, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,,SRG-OS-000373-GPOS-00158,,CCI-002038
CCE-84868-9,os_remote_access_methods,Control remote access methods,"The information system monitors and controls remote access methods.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000297-GPOS-00115,,CCI-002314
CCE-84865-5,os_remove_software_components_after_updates,Must remove all software components after updated versions installed,"Previous versions of software components that are not removed from the information system after updates have been installed may be exploited by adversaries. Some information technology products may remove older versions of software automatically from the information system.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-2(6),,SRG-OS-000437-GPOS-00194,,CCI-002617
CCE-84877-0,os_required_crypto_module,"Ensure all Federal Laws, Executive Orders, Directives, Policies, Regulations, Standards, and Guidance for Authentication to a Cryptographic Module are Met","The inherent configuration of the macOS _IS_ in compliance by implementing mechanisms for authentication to a cryptographic module that meet the requirements of all applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication

macOS contains many open source projects that may use their own cryptographic libraries typically for the purposes of maintaining platform independence. These services are not covered by the Apple FIPS Validation of the CoreCrypto and CoreCrypto Kernel modules.

macOS Catalina has received FIPS validation from the National Institute of Standards and Technology (NIST).

link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3858[]
link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3859[]
link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3811[]

link:https://support.apple.com/en-us/HT201159[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-7,,SRG-OS-000120-GPOS-00061,,CCI-000803
CCE-84941-4,os_secure_enclave,Protected Storage for Cryptographic Keys,"A system _IS_ configured to provide protected storage for cryptographic keys either by hardware protected key store or an organizationally defined safeguard.

Macs with T2 processors provide protected storage for cryptographic keys via the secure enclave.

link:https://support.apple.com/guide/security/secure-enclave-sec59b0b31ff/1/web/1[]

NOTE: This will only return a proper result on a T2 Macs.
",The control cannot be configured out of compliance.,"/usr/sbin/ioreg -w 0 -c AppleSEPManager | /usr/bin/grep -q 'AppleSEPManager'; /bin/echo $?
",{'integer': 0},"The hardware does not support the requirement. 
",SC-28(3),,,,
CCE-84888-7,os_separate_functionality,Configure the System to Separate User and System Functionality,"The information system _IS_ configured to separate user and system functionality. 

Operating system management functionality includes functions necessary for administration and requires privileged user access. Allowing non-privileged users to access operating system management functionality capabilities increases the risk that non-privileged users may obtain elevated privileges. Operating system management functionality includes functions necessary to administer console, network components, workstations, or servers and typically requires privileged user access. 

The inherent configuration of the macOS allows only privileged users to access operating system management functionalities. 

link:https://developer.apple.com/library/archive/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/DesigningDaemons.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","SC-2
MA-4(1)",3.13.3,SRG-OS-000132-GPOS-00067,,CCI-001082
CCE-84879-6,os_store_encrypted_passwords,Encrypt Stored Passwords,"The information system _IS_ configured to encrypt stored passwords.

Passwords need to be protected at all times, and encryption is the standard method for protecting passwords. If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised.

link:https://developer.apple.com/documentation/opendirectory/kodattributetypeauthenticationauthority[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","IA-5(1)
IA-5(1)(c)","3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000073-GPOS-00041,,CCI-000196
CCE-84881-2,os_terminate_session,Terminate all sessions and network connections when maintenance is completed,"Terminates session and network connections when nonlocal maintenance is completed.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000126-GPOS-00066,,CCI-000879
CCE-84874-7,os_unique_identification,Uniquely Identify Users and Processes,"The macOS is a UNIX 03-compliant operating system. The system uniquely identifies and authenticates organizational users or processes.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-4,,SRG-OS-000104-GPOS-00051,,CCI-000764
CCE-84858-0,os_verify_remote_disconnection,Verify remote disconnection of sessions,"The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",MA-4(7),,SRG-OS-000395-GPOS-00175,,CCI-002891
CCE-84812-7,pwpolicy_emergency_accounts_disable,Automatically Remove or Disable Emergency Accounts within 72 Hours,"The macOS is able to be configured to automatically remove or disable emergency accounts within 72 hours or less. 

Emergency administrator accounts are privileged accounts established in response to crisis situations where the need for rapid account activation is required. Therefore, emergency account activation may bypass normal account authorization processes. If these accounts are disabled, system maintenance during emergencies may not be possible, thus adversely affecting system availability.

Although the ability to create and use emergency administrator accounts is necessary for performing system maintenance during emergencies, these accounts present vulnerabilities to the system if they are not disabled and removed when they are no longer needed. Configuring the macOS to automatically remove or disable emergency accounts within 72 hours of creation mitigates the risks posed if one were to be created and accidentally left active once the crisis is resolved. 

Emergency administrator accounts are different from infrequently used accounts (i.e., local logon accounts used by system administrators when network or normal logon is not available). Infrequently used accounts also remain available and are not subject to automatic termination dates. However, an emergency administrator account is normally a different account created for use by vendors or system maintainers.

To address access requirements, many operating systems can be integrated with enterprise-level authentication/access mechanisms that meet or exceed access control policy requirements.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,SRG-OS-00123-GPOS-00064,AOSX-15-000013,CCI-001682
CCE-84813-5,pwpolicy_force_password_change,Force Password Change at Next Logon,"The macOS is able to be configured to force users to change their password at next logon.

Temporary passwords are often used for new users when accounts are created. However, once logged in to the system, users must be immediately prompted to change to a permanent password of their creation.

To for a user to change their password at next logon, run the following command:
[source,bash]
----
/usr/bin/pwpolicy -u [USER] -setpolicy ""newPasswordRequired=1""
----
NOTE: Replace [USER] with the username that must change the password at next logon
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000380-GPOS-00165,,CCI-002041
CCE-84820-0,pwpolicy_temporary_accounts_disable,Automatically Remove or Disable Temporary User Accounts within 72 Hours,"The macOS is able to be configured to set an automated termination for 72 hours or less for all temporary accounts upon account creation. 

If temporary user accounts remain active when no longer needed or for an excessive period, these accounts may be targeted by attackers to gain unauthorized access. To mitigate this risk, automated termination of all temporary accounts _MUST_ be set to 72 hours (or less) when the temporary account is created.

If no policy is enforced by a directory service, a password policy can be set with the ""pwpolicy"" utility. The variable names may vary depending on how the policy was set.

If there are no temporary accounts defined on the system, this is Not Applicable.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,,,
CCE-84908-3,audit_alert_processing_fail,Alert Audit Processing Failure,"It is critical for the appropriate personnel to be aware if a system is at risk of failing to process audit logs as required. Without this notification, the security personnel may be unaware of an impending failure of the audit capability, and system operation may be adversely affected. Audit processing failures include software/hardware errors, failures in the audit capturing mechanisms, and audit storage capacity being reached or exceeded. This requirement applies to each audit data storage repository (i.e., distinct information system component where audit records are stored), the centralized audit storage capacity of organizations (i.e., all audit data storage repositories combined), or both.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000046-GPOS-00022,,CCI-000139
CCE-84906-7,audit_enforce_dual_auth,Enforce Dual Authorization for Movement and Deletion of Audit Information,"All bulk manipulation of audit information should be authorized via automatic processes, and any manual manipulation of audit information should require dual authorization. In addition, dual authorization mechanisms should require the approval of two authorized individuals before being executed.

An authorized user may intentionally or accidentally move or delete audit records without those specific actions being authorized, which would result in the loss of information that could, in the future, be critical for forensic investigation.

To enforce dual authorization before audit information can be moved or deleted, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-9(5),,SRG-OS-000360-GPOS-00147,,"CCI-000366
CCI-001896"
CCE-84895-2,audit_off_load_records,Off-Load Audit Records,"Audit records should be off-loaded onto a different system or media from the system being audited.

Information stored in only one location is vulnerable to accidental or incidental deletion or alteration. Off-loading is a common process in information systems with limited audit storage capacity. 

To secure audit records by off-loading, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-4(1),,"SRG-OS-000479-GPOS-00224
SRG-OS-000342-GPOS-00133",,CCI-001851
CCE-84925-7,audit_records_processing,Audit Record Reduction and Report Generation,"The macOS should be configured to provide and implement the capability to process, sort, and search audit records for events of interest based on organizationally defined fields.

Events of interest can be identified by the content of audit records, including system resources involved, information objects accessed, identities of individuals, event types, event locations, event dates and times, Internet Protocol addresses involved, or event success or failure. Organizations may define event criteria to any degree of granularity required, such as locations selectable by a general networking location or by specific system component.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-7(1),,,,
CCE-84741-8,os_auth_peripherals,Must authenticate peripherals before establishing a connection,"Organizational devices requiring unique device-to-device identification and authentication may be defined by type, by device, or by a combination of type/device. Information systems typically use either shared known information (e.g., Media Access Control [MAC] or Transmission Control Protocol/Internet Protocol [TCP/IP] addresses) for device identification or organizational authentication solutions (e.g., IEEE 802.1x and Extensible Authentication Protocol [EAP], Radius server with EAP-Transport Layer Security [TLS] authentication, Kerberos) to identify/authenticate devices on local and/or wide area networks. Organizations determine the required strength of authentication mechanisms by the security categories of information systems. Because of the challenges of applying this control on large scale, organizations are encouraged to only apply the control to those limited number (and type) of devices that truly need to support this capability.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does support this requirement, however, third party solutions are required to implement at an infrastructure level.
",,"This requirement is a permanent finding and can be fixed by implementing a third party solution. 
",IA-3,"3.5.1
3.5.2",SRG-OS-000378-GPOS-00163,,CCI-001958
CCE-84892-9,os_continuous_monitoring,Configure Automated Flaw Remediation,"The macOS system _MUST_ be configured to determine the state of system components with regard to flaw remediation.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SI-2(2),,,,
CCE-84904-2,os_limit_dos_attacks,Limit Impact of Denial of Service Attacks,"The macOS should be configured to limit the impact of Denial of Service (DoS) attacks. 

DoS attacks leave authorized users unable to access information systems, devices, or other network resources due to the actions of a malicious cyber threat actor. When this occurs, the organization must operate at degraded capacity; often resulting in an inability to accomplish its mission. 

To limit the impact of DoS attacks, organizations may choose to employ increased capacity and service redundancy, which has the potential to reduce systems' susceptibility to some DoS attacks. Managing excess capacity may include, for example, establishing selected usage priorities, quotas, or partitioning. Many operating systems can be integrated with enterprise-level firewalls and networking equipment that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SC-5(2),,SRG-OS-000142-GPOS-00071,,CCI-001095
CCE-84900-0,os_notify_account_created,Configure the System to Notify upon Account Created Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when new accounts are created.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by creating a new account. Configuring the information system to send a notification when new accounts are created is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are created, but also maintain an audit record of accounts made. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of accounts created, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000274-GPOS-00104,,CCI-001683
CCE-84905-9,os_notify_account_disabled,Configure the System to Notify upon Account Disabled Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are disabled.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account disabling actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of disabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000276-GPOS-00106,,CCI-001685
CCE-84897-8,os_notify_account_enable,Configure the System to Notify upon Account Enabled Actions ,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are enabled.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by enabling a new or previously disabled account.  Configuring the information system to send a notification when  a new or disabled account is enabled is one method for mitigating this risk. A comprehensive account management process should not only notify when accounts are enabled, but also maintain an audit record of these actions.  Such a process greatly reduces the risk that accounts will be surreptitiously enabled and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of enabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000304-GPOS-00121,,CCI-002132
CCE-84901-8,os_notify_account_modified,Configure the System to Notify upon Account Modified Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are modified.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by modifying an existing account. Configuring the information system to send a notification when accounts are modified is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are modified, but also maintain an audit record of these actions. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes. 

To enable notifications and audit logging of modified account, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000275-GPOS-00105,,CCI-001684
CCE-84902-6,os_notify_account_removal,Configure the System to Notify upon Account Removed Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are removed.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account removal actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of removed accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement. 
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,SRG-OS-000277-GPOS-00107,,CCI-001686
